"customerid","lifetime_spend","total_orders","avg_order_value","days_since_purchase","unique_products_bought","active_months","first_purchase","last_purchase"
16076,"2234.73",10,"223.47",3,"71","7","2011-05-15 12:31:00","2011-12-06 14:59:00"
12684,"2231.79",7,"318.83",8,"61","5","2011-05-10 12:55:00","2011-12-02 09:53:00"
14825,"2226.91",12,"185.58",4,"82","10","2010-12-06 12:30:00","2011-12-06 11:38:00"
12783,"2225.91",6,"370.98",2,"76","4","2011-09-25 15:35:00","2011-12-07 15:56:00"
15811,"2218.62",6,"369.77",22,"117","5","2010-12-09 15:29:00","2011-11-17 15:31:00"
14309,"2214.29",9,"246.03",8,"74","7","2010-12-16 13:05:00","2011-12-01 13:33:00"
17954,"2211.76",12,"184.31",5,"324","9","2010-12-03 14:18:00","2011-12-04 14:15:00"
13862,"2209.36",8,"276.17",18,"97","8","2011-01-11 15:13:00","2011-11-21 16:24:00"
16628,"2188.05",5,"437.61",30,"79","5","2011-04-19 08:55:00","2011-11-10 12:45:00"
15394,"2183.54",4,"545.89",10,"54","4","2010-12-16 12:46:00","2011-11-30 11:49:00"
12856,"2179.93",6,"363.32",8,"155","3","2011-10-07 12:38:00","2011-12-02 10:52:00"
13755,"2161.35",9,"240.15",4,"232","3","2011-10-07 15:45:00","2011-12-06 12:26:00"
12935,"2160.70",7,"308.67",2,"80","6","2011-01-24 13:58:00","2011-12-07 17:25:00"
16379,"2157.40",4,"539.35",4,"87","3","2011-09-22 09:33:00","2011-12-05 15:38:00"
14560,"2136.97",21,"101.76",7,"39","12","2010-12-17 09:22:00","2011-12-02 15:22:00"
14360,"2128.23",4,"532.06",32,"104","3","2011-09-06 11:58:00","2011-11-08 09:12:00"
16407,"2126.93",10,"212.69",13,"99","8","2011-01-31 14:02:00","2011-11-27 11:05:00"
14640,"2125.08",6,"354.18",24,"87","6","2011-04-26 12:31:00","2011-11-15 13:07:00"
15058,"2124.99",11,"193.18",25,"199","8","2011-01-31 15:35:00","2011-11-14 14:57:00"
13632,"2121.27",5,"424.25",25,"121","4","2011-04-10 15:07:00","2011-11-15 10:51:00"
14691,"2114.33",5,"422.87",31,"50","3","2011-05-11 09:55:00","2011-11-09 12:30:00"
14515,"2102.09",6,"350.35",18,"68","4","2011-05-05 12:13:00","2011-11-22 11:37:00"
17861,"2100.80",8,"262.60",3,"172","5","2011-01-24 11:34:00","2011-12-06 16:21:00"
13126,"2099.64",8,"262.45",5,"124","6","2010-12-08 11:42:00","2011-12-05 10:00:00"
12610,"2099.54",5,"419.91",23,"85","3","2011-08-05 13:52:00","2011-11-17 09:34:00"
17191,"2095.13",7,"299.30",28,"163","5","2010-12-06 14:36:00","2011-11-11 16:58:00"
18283,"2094.88",16,"130.93",4,"263","10","2011-01-06 14:14:00","2011-12-06 12:02:00"
13571,"2092.32",12,"174.36",13,"157","9","2011-03-31 12:43:00","2011-11-27 10:47:00"
17490,"2092.32",7,"298.90",1,"63","4","2011-06-16 09:15:00","2011-12-09 09:08:00"
13297,"2089.85",4,"522.46",8,"52","3","2011-10-03 15:08:00","2011-12-02 09:32:00"
18044,"2088.60",10,"208.86",4,"88","8","2010-12-14 12:25:00","2011-12-05 14:26:00"
16954,"2085.08",9,"231.68",1,"40","6","2010-12-15 10:41:00","2011-12-09 09:46:00"
14696,"2078.95",7,"296.99",4,"117","7","2010-12-01 15:37:00","2011-12-05 13:43:00"
17512,"2073.95",9,"230.44",29,"59","7","2011-02-11 12:22:00","2011-11-11 12:11:00"
14209,"2073.43",6,"345.57",11,"55","6","2011-01-11 12:56:00","2011-11-29 10:18:00"
18241,"2073.09",17,"121.95",10,"60","7","2011-05-06 09:22:00","2011-11-30 12:10:00"
18219,"2069.77",10,"206.98",3,"58","8","2010-12-06 10:05:00","2011-12-07 11:43:00"
12948,"2064.95",7,"294.99",16,"82","5","2011-03-20 10:17:00","2011-11-23 17:10:00"
12518,"2056.89",5,"411.38",1,"84","5","2011-08-21 13:18:00","2011-12-09 10:13:00"
14188,"2054.36",6,"342.39",31,"34","6","2011-02-02 13:46:00","2011-11-09 12:45:00"
17625,"2047.00",4,"511.75",18,"223","4","2011-03-27 12:21:00","2011-11-21 13:36:00"
13495,"2044.87",5,"408.97",8,"34","4","2010-12-06 15:14:00","2011-12-02 11:21:00"
17090,"2043.95",7,"291.99",4,"45","6","2010-12-20 13:52:00","2011-12-05 13:44:00"
15179,"2042.79",5,"408.56",18,"89","4","2011-01-24 13:48:00","2011-11-21 12:53:00"
18069,"2036.67",5,"407.33",26,"334","5","2011-01-16 15:50:00","2011-11-13 16:03:00"
16358,"2027.50",4,"506.87",1,"82","4","2011-06-08 15:05:00","2011-12-08 15:09:00"
14506,"2012.17",5,"402.43",17,"204","5","2010-12-05 14:25:00","2011-11-22 13:02:00"
14730,"2005.06",8,"250.63",1,"317","6","2011-03-08 12:49:00","2011-12-08 14:39:00"
14217,"2004.98",17,"117.94",2,"78","12","2010-12-08 13:28:00","2011-12-08 11:53:00"
15493,"2001.80",5,"400.36",33,"177","4","2011-03-14 11:44:00","2011-11-07 12:04:00"
18188,"2001.04",3,"667.01",15,"63","3","2011-02-22 14:43:00","2011-11-24 16:46:00"
13305,"2000.86",10,"200.09",4,"50","9","2010-12-02 12:10:00","2011-12-05 15:15:00"
17827,"1995.46",5,"399.09",5,"190","3","2010-12-10 10:18:00","2011-12-04 15:00:00"
17088,"1991.01",4,"497.75",28,"96","4","2011-03-31 09:48:00","2011-11-11 14:23:00"
13246,"1987.30",6,"331.22",18,"110","5","2011-01-13 13:36:00","2011-11-21 16:50:00"
16966,"1973.53",7,"281.93",8,"8","6","2011-04-13 14:17:00","2011-12-01 13:40:00"
16341,"1971.87",4,"492.97",25,"60","3","2011-05-22 13:20:00","2011-11-15 09:12:00"
17790,"1965.55",14,"140.40",27,"121","8","2010-12-10 10:47:00","2011-11-13 11:30:00"
17218,"1960.72",10,"196.07",4,"146","6","2010-12-06 15:25:00","2011-12-05 13:52:00"
15351,"1960.11",7,"280.02",12,"157","4","2010-12-05 11:49:00","2011-11-27 12:52:00"
14653,"1947.55",7,"278.22",1,"154","4","2011-01-05 13:40:00","2011-12-08 13:45:00"
15814,"1945.33",4,"486.33",17,"63","2","2011-10-20 09:04:00","2011-11-23 08:17:00"
13450,"1940.04",6,"323.34",27,"32","5","2011-05-05 19:48:00","2011-11-13 11:54:00"
13784,"1935.75",8,"241.97",10,"9","7","2011-01-11 14:38:00","2011-11-30 09:33:00"
12528,"1933.48",6,"322.25",9,"50","6","2011-01-31 09:05:00","2011-11-30 14:40:00"
14655,"1932.23",4,"483.06",8,"35","4","2011-05-01 14:59:00","2011-12-01 16:28:00"
16983,"1931.25",7,"275.89",13,"112","6","2010-12-05 12:34:00","2011-11-27 12:10:00"
14482,"1924.15",6,"320.69",18,"110","4","2011-04-14 16:41:00","2011-11-21 13:14:00"
17422,"1923.21",6,"320.54",16,"92","6","2011-02-16 14:44:00","2011-11-23 13:27:00"
16942,"1920.59",9,"213.40",13,"159","5","2011-04-26 11:59:00","2011-11-27 12:40:00"
15021,"1914.82",9,"212.76",9,"287","8","2010-12-08 12:17:00","2011-12-01 11:53:00"
17368,"1912.67",8,"239.08",23,"93","5","2011-01-06 11:57:00","2011-11-16 15:26:00"
14285,"1910.01",4,"477.50",21,"18","3","2011-06-16 12:36:00","2011-11-18 14:50:00"
16426,"1908.25",10,"190.82",2,"211","5","2011-03-08 15:45:00","2011-12-07 14:01:00"
14226,"1906.59",5,"381.32",29,"62","4","2011-03-15 15:36:00","2011-11-11 11:34:00"
17228,"1906.09",8,"238.26",16,"140","6","2010-12-02 16:00:00","2011-11-24 10:24:00"
16938,"1903.13",4,"475.78",9,"212","3","2011-02-04 09:34:00","2011-12-01 10:20:00"
17463,"1896.41",5,"379.28",16,"162","5","2011-01-30 15:48:00","2011-11-23 13:40:00"
13890,"1883.81",10,"188.38",1,"74","5","2010-12-16 09:31:00","2011-12-08 15:36:00"
16128,"1880.22",5,"376.04",18,"76","4","2011-03-02 12:21:00","2011-11-22 11:14:00"
13630,"1879.14",7,"268.45",5,"51","6","2011-02-27 12:49:00","2011-12-04 15:16:00"
17738,"1879.05",4,"469.76",19,"89","3","2011-03-02 16:26:00","2011-11-20 15:05:00"
13831,"1876.59",6,"312.76",16,"58","5","2010-12-05 12:13:00","2011-11-23 15:41:00"
17293,"1875.11",9,"208.35",8,"93","8","2010-12-13 14:55:00","2011-12-01 14:37:00"
16474,"1871.50",7,"267.36",7,"237","5","2011-07-17 14:51:00","2011-12-02 13:02:00"
17469,"1870.97",5,"374.19",16,"61","5","2011-05-19 08:55:00","2011-11-23 13:15:00"
14524,"1867.68",9,"207.52",32,"161","6","2010-12-14 11:01:00","2011-11-08 12:29:00"
16201,"1863.47",4,"465.87",3,"74","4","2011-08-22 10:47:00","2011-12-06 16:02:00"
12423,"1859.31",8,"232.41",1,"97","8","2010-12-21 10:54:00","2011-12-09 10:10:00"
12963,"1856.63",8,"232.08",8,"75","5","2010-12-09 09:14:00","2011-12-01 12:55:00"
16979,"1852.00",6,"308.67",4,"64","5","2011-02-15 09:20:00","2011-12-06 12:21:00"
12381,"1845.31",5,"369.06",5,"70","4","2011-08-12 09:57:00","2011-12-05 12:44:00"
17519,"1844.02",6,"307.34",17,"60","6","2010-12-06 15:18:00","2011-11-22 16:43:00"
18180,"1843.75",6,"307.29",5,"108","4","2011-07-20 08:59:00","2011-12-05 08:39:00"
17015,"1842.56",3,"614.19",29,"182","3","2011-06-07 13:19:00","2011-11-11 10:45:00"
17086,"1841.28",6,"306.88",7,"76","3","2011-10-07 11:22:00","2011-12-02 13:54:00"
14113,"1840.42",4,"460.11",4,"26","4","2010-12-20 12:14:00","2011-12-06 12:18:00"
14216,"1839.30",4,"459.82",3,"47","2","2011-11-02 10:51:00","2011-12-06 14:56:00"
13924,"1838.85",6,"306.47",2,"90","4","2011-09-28 15:07:00","2011-12-08 09:39:00"
13650,"1836.34",6,"306.06",17,"79","5","2011-03-17 12:37:00","2011-11-23 12:22:00"
13048,"1835.91",4,"458.98",14,"77","4","2011-01-16 14:36:00","2011-11-25 13:23:00"
15203,"1827.80",6,"304.63",26,"82","6","2011-02-01 12:29:00","2011-11-14 08:16:00"
18122,"1826.21",6,"304.37",8,"239","5","2011-07-12 11:37:00","2011-12-01 13:08:00"
17702,"1824.37",4,"456.09",30,"58","4","2011-05-17 16:23:00","2011-11-09 16:03:00"
17705,"1823.52",9,"202.61",3,"63","8","2011-02-11 10:57:00","2011-12-06 13:45:00"
16169,"1822.97",4,"455.74",8,"71","4","2011-09-25 11:33:00","2011-12-01 15:28:00"
17828,"1820.09",4,"455.02",23,"54","3","2011-06-08 08:31:00","2011-11-17 08:41:00"
17629,"1814.12",8,"226.77",6,"106","8","2010-12-15 09:58:00","2011-12-04 10:56:00"
17663,"1802.91",7,"257.56",26,"63","6","2011-02-25 14:11:00","2011-11-14 08:56:00"
13196,"1797.78",4,"449.44",11,"97","3","2011-03-22 14:24:00","2011-11-28 13:54:00"
17750,"1797.57",9,"199.73",5,"101","7","2011-06-28 15:44:00","2011-12-04 14:09:00"
13510,"1791.56",4,"447.89",1,"86","4","2011-06-09 09:32:00","2011-12-08 13:46:00"
16719,"1790.42",7,"255.77",15,"107","7","2010-12-06 12:06:00","2011-11-25 09:27:00"
12523,"1789.77",11,"162.71",19,"84","9","2011-01-12 09:43:00","2011-11-20 12:55:00"
14215,"1789.72",6,"298.29",12,"98","5","2010-12-06 15:34:00","2011-11-28 12:19:00"
14621,"1788.36",5,"357.67",1,"80","5","2010-12-16 13:00:00","2011-12-08 16:22:00"
14608,"1785.15",4,"446.29",4,"8","4","2010-12-12 14:49:00","2011-12-05 16:52:00"
17754,"1772.26",5,"354.45",1,"82","5","2011-03-24 13:54:00","2011-12-09 11:20:00"
15594,"1771.78",5,"354.36",16,"85","3","2011-04-19 10:08:00","2011-11-24 08:53:00"
15473,"1771.20",7,"253.03",14,"4","2","2011-10-10 11:12:00","2011-11-25 15:15:00"
17813,"1770.88",5,"354.18",14,"297","3","2011-09-29 15:57:00","2011-11-25 16:13:00"
13456,"1766.72",6,"294.45",18,"43","5","2011-05-16 15:34:00","2011-11-22 09:18:00"
15950,"1765.51",4,"441.38",32,"86","4","2010-12-15 11:56:00","2011-11-08 11:09:00"
17554,"1753.45",5,"350.69",1,"57","5","2011-07-14 20:01:00","2011-12-08 14:15:00"
13808,"1747.66",5,"349.53",6,"70","3","2011-09-04 12:07:00","2011-12-04 12:18:00"
14533,"1745.72",7,"249.39",25,"51","5","2010-12-22 11:07:00","2011-11-15 12:05:00"
14595,"1740.60",6,"290.10",20,"94","4","2011-01-30 13:36:00","2011-11-20 12:12:00"
14673,"1736.40",5,"347.28",3,"39","3","2010-12-07 12:49:00","2011-12-06 14:31:00"
17043,"1735.18",4,"433.80",32,"100","4","2011-03-18 14:53:00","2011-11-07 15:33:00"
18179,"1732.69",6,"288.78",9,"85","5","2011-01-07 14:22:00","2011-11-30 16:23:00"
18144,"1728.75",11,"157.16",31,"27","9","2010-12-01 13:45:00","2011-11-09 09:22:00"
15270,"1726.69",7,"246.67",16,"22","4","2011-02-02 13:25:00","2011-11-24 09:24:00"
16791,"1721.78",7,"245.97",29,"218","6","2011-01-11 15:42:00","2011-11-10 19:12:00"
17451,"1721.40",7,"245.91",1,"83","5","2011-08-26 11:54:00","2011-12-08 15:02:00"
13590,"1720.32",6,"286.72",11,"68","6","2011-02-09 13:25:00","2011-11-28 12:54:00"
14834,"1720.30",6,"286.72",18,"43","5","2011-04-13 15:00:00","2011-11-22 10:30:00"
17162,"1715.46",10,"171.55",29,"81","6","2011-02-07 12:27:00","2011-11-11 11:34:00"
17147,"1714.59",4,"428.65",23,"68","4","2011-02-01 09:36:00","2011-11-17 12:32:00"
14441,"1712.89",4,"428.22",1,"43","4","2011-03-29 12:01:00","2011-12-09 09:07:00"
18061,"1706.13",10,"170.61",22,"16","10","2010-12-08 13:03:00","2011-11-18 11:20:00"
13824,"1698.94",5,"339.79",33,"34","5","2011-02-02 13:07:00","2011-11-07 12:41:00"
16775,"1695.66",11,"154.15",10,"84","10","2010-12-07 15:15:00","2011-11-29 15:22:00"
15380,"1690.26",5,"338.05",9,"22","5","2010-12-09 15:01:00","2011-12-01 12:13:00"
13577,"1687.60",4,"421.90",25,"61","4","2011-04-12 10:33:00","2011-11-14 15:19:00"
13184,"1681.13",10,"168.11",15,"138","6","2011-02-22 17:25:00","2011-11-25 12:02:00"
16638,"1680.72",10,"168.07",23,"92","7","2010-12-06 10:19:00","2011-11-17 11:09:00"
13647,"1678.12",4,"419.53",10,"65","4","2011-04-19 09:49:00","2011-11-30 12:00:00"
13149,"1676.06",4,"419.01",14,"76","4","2011-02-23 13:57:00","2011-11-25 13:09:00"
16115,"1667.97",8,"208.50",10,"169","8","2011-02-20 12:14:00","2011-11-30 11:32:00"
12912,"1662.30",5,"332.46",3,"17","3","2011-10-30 11:35:00","2011-12-07 08:55:00"
13012,"1661.84",8,"207.73",9,"67","5","2011-02-18 09:43:00","2011-11-30 13:05:00"
15214,"1661.44",8,"207.68",2,"109","6","2011-04-11 09:46:00","2011-12-08 12:07:00"
15024,"1661.33",10,"166.13",10,"105","5","2010-12-07 13:20:00","2011-11-30 12:06:00"
15953,"1659.38",8,"207.42",15,"63","6","2010-12-05 15:15:00","2011-11-24 15:32:00"
16813,"1632.50",10,"163.25",8,"247","7","2011-05-19 13:28:00","2011-12-01 14:03:00"
17673,"1629.12",6,"271.52",2,"118","5","2011-01-23 15:16:00","2011-12-08 12:50:00"
17386,"1626.66",6,"271.11",8,"21","4","2011-06-27 12:11:00","2011-12-02 11:28:00"
16987,"1625.05",7,"232.15",3,"74","4","2011-05-18 15:55:00","2011-12-06 17:26:00"
15172,"1624.05",5,"324.81",9,"106","5","2011-04-17 11:56:00","2011-12-01 11:51:00"
13094,"1622.04",12,"135.17",21,"4","10","2010-12-06 10:34:00","2011-11-18 14:07:00"
17101,"1621.73",4,"405.43",10,"28","3","2011-06-14 14:49:00","2011-11-29 13:57:00"
14178,"1620.93",7,"231.56",9,"191","6","2011-06-10 12:51:00","2011-12-01 12:01:00"
16711,"1620.79",5,"324.16",3,"18","5","2010-12-17 12:43:00","2011-12-06 16:32:00"
18161,"1618.69",5,"323.74",15,"49","5","2011-01-24 11:56:00","2011-11-24 16:40:00"
14336,"1614.91",4,"403.73",17,"77","3","2011-03-08 16:48:00","2011-11-23 11:40:00"
16992,"1614.31",5,"322.86",11,"84","4","2011-02-28 10:37:00","2011-11-29 11:50:00"
13614,"1610.46",4,"402.62",24,"171","4","2011-01-13 12:37:00","2011-11-15 14:47:00"
16817,"1604.75",9,"178.31",3,"73","7","2010-12-06 14:19:00","2011-12-07 11:03:00"
14719,"1602.13",5,"320.43",2,"177","5","2011-04-04 14:17:00","2011-12-08 12:43:00"
14587,"1601.14",9,"177.90",19,"170","7","2011-01-12 13:16:00","2011-11-21 11:34:00"
15660,"1600.86",9,"177.87",25,"55","6","2010-12-09 09:49:00","2011-11-14 16:58:00"
16496,"1599.52",3,"533.17",9,"92","3","2011-01-27 09:42:00","2011-12-01 10:31:00"
16332,"1593.20",7,"227.60",28,"125","6","2011-02-07 14:16:00","2011-11-11 14:22:00"
15611,"1591.45",13,"122.42",10,"23","7","2011-01-09 11:32:00","2011-11-30 12:36:00"
15532,"1580.93",4,"395.23",25,"205","4","2010-12-16 16:45:00","2011-11-14 14:51:00"
13634,"1575.16",5,"315.03",33,"156","5","2011-01-16 15:30:00","2011-11-06 13:40:00"
16283,"1570.81",5,"314.16",6,"117","5","2011-05-15 13:37:00","2011-12-04 12:08:00"
17870,"1567.95",11,"142.54",2,"213","6","2011-07-27 17:01:00","2011-12-07 15:07:00"
15906,"1567.69",7,"223.96",20,"113","5","2011-03-29 13:28:00","2011-11-20 12:24:00"
15267,"1567.60",5,"313.52",22,"8","4","2011-06-10 10:24:00","2011-11-17 15:59:00"
13313,"1555.32",5,"311.06",22,"47","4","2011-01-04 10:00:00","2011-11-17 16:48:00"
16369,"1553.66",3,"517.89",18,"91","3","2011-05-27 09:39:00","2011-11-21 16:25:00"
14704,"1546.91",9,"171.88",11,"288","5","2011-06-12 13:59:00","2011-11-28 12:51:00"
16790,"1545.62",6,"257.60",4,"88","2","2011-11-02 11:23:00","2011-12-06 11:53:00"
15701,"1542.14",4,"385.54",2,"193","4","2011-08-21 12:36:00","2011-12-07 14:39:00"
16365,"1540.42",9,"171.16",18,"45","5","2010-12-07 17:19:00","2011-11-22 11:24:00"
17159,"1538.88",3,"512.96",22,"96","3","2011-06-21 09:49:00","2011-11-18 10:52:00"
12877,"1535.77",12,"127.98",4,"100","11","2010-12-16 12:23:00","2011-12-06 10:30:00"
15392,"1535.53",4,"383.88",5,"74","4","2010-12-14 15:50:00","2011-12-05 11:01:00"
14321,"1530.75",5,"306.15",11,"111","5","2011-01-10 11:35:00","2011-11-29 09:47:00"
15916,"1528.09",8,"191.01",16,"124","6","2010-12-08 13:07:00","2011-11-23 13:46:00"
16434,"1522.25",7,"217.46",29,"88","6","2011-02-13 12:17:00","2011-11-10 14:28:00"
16359,"1521.96",8,"190.24",7,"39","8","2011-01-12 10:49:00","2011-12-02 17:04:00"
16880,"1519.08",7,"217.01",31,"121","5","2011-06-03 16:45:00","2011-11-09 11:33:00"
16748,"1515.90",5,"303.18",18,"42","4","2011-01-09 13:50:00","2011-11-22 10:17:00"
16910,"1510.06",8,"188.76",4,"318","4","2011-09-09 14:14:00","2011-12-05 12:51:00"
16279,"1509.58",3,"503.19",21,"102","3","2011-06-16 11:50:00","2011-11-18 15:00:00"
16016,"1508.76",8,"188.60",3,"156","6","2010-12-08 12:36:00","2011-12-06 14:35:00"
12937,"1504.27",4,"376.07",15,"81","4","2011-03-17 14:19:00","2011-11-24 15:05:00"
15530,"1502.35",4,"375.59",22,"90","4","2011-04-07 11:16:00","2011-11-18 12:25:00"
16762,"1501.38",3,"500.46",20,"51","3","2011-07-18 12:52:00","2011-11-20 11:43:00"
13110,"1488.67",7,"212.67",31,"109","5","2011-02-01 15:24:00","2011-11-08 14:30:00"
14963,"1487.80",5,"297.56",10,"149","3","2011-06-09 12:30:00","2011-11-30 12:16:00"
14878,"1485.54",9,"165.06",13,"62","7","2010-12-16 12:11:00","2011-11-27 11:15:00"
18016,"1483.56",5,"296.71",32,"90","5","2010-12-10 17:14:00","2011-11-07 13:25:00"
17590,"1479.22",3,"493.07",2,"162","3","2011-10-30 14:05:00","2011-12-07 12:55:00"
15983,"1475.02",4,"368.75",22,"82","2","2010-12-01 12:15:00","2011-11-17 17:34:00"
12826,"1474.72",7,"210.67",3,"58","6","2010-12-09 15:21:00","2011-12-07 10:25:00"
16348,"1469.45",7,"209.92",32,"157","5","2011-04-13 15:49:00","2011-11-07 15:44:00"
17063,"1461.14",7,"208.73",21,"66","4","2011-02-23 13:44:00","2011-11-18 16:19:00"
16996,"1456.96",6,"242.83",30,"13","5","2010-12-21 13:22:00","2011-11-09 16:43:00"
13309,"1456.79",5,"291.36",7,"82","5","2011-02-04 12:29:00","2011-12-02 16:34:00"
15426,"1447.39",5,"289.48",19,"217","3","2010-12-05 13:55:00","2011-11-20 15:36:00"
14591,"1447.14",4,"361.79",15,"138","2","2011-05-10 14:09:00","2011-11-24 13:57:00"
17073,"1446.09",4,"361.52",18,"142","4","2011-08-22 14:37:00","2011-11-22 11:47:00"
15858,"1438.85",5,"287.77",16,"145","5","2010-12-07 14:31:00","2011-11-24 12:48:00"
14071,"1438.82",8,"179.85",4,"271","4","2011-03-20 11:33:00","2011-12-06 12:27:00"
13159,"1437.85",4,"359.46",9,"114","3","2011-08-16 11:44:00","2011-12-01 11:20:00"
12657,"1433.18",4,"358.30",11,"34","3","2011-09-22 11:40:00","2011-11-28 15:47:00"
16103,"1429.64",6,"238.27",7,"30","5","2011-04-20 12:28:00","2011-12-02 14:16:00"
16271,"1429.24",5,"285.85",3,"89","5","2010-12-16 16:36:00","2011-12-07 12:45:00"
14035,"1428.02",5,"285.60",29,"41","5","2011-02-15 12:48:00","2011-11-11 10:03:00"
15681,"1426.16",5,"285.23",25,"32","3","2011-03-04 13:46:00","2011-11-14 16:30:00"
15106,"1422.52",5,"284.50",18,"90","5","2011-03-15 12:52:00","2011-11-22 09:16:00"
16463,"1422.40",4,"355.60",21,"74","3","2011-05-19 14:45:00","2011-11-18 14:01:00"
16571,"1421.69",3,"473.90",27,"73","3","2011-03-03 09:41:00","2011-11-13 11:46:00"
14901,"1421.29",9,"157.92",11,"73","4","2010-12-02 11:20:00","2011-11-28 17:09:00"
17288,"1419.73",7,"202.82",9,"118","6","2010-12-16 13:33:00","2011-11-30 16:09:00"
16173,"1418.32",6,"236.39",16,"70","3","2011-09-02 15:23:00","2011-11-24 10:53:00"
16066,"1418.19",5,"283.64",17,"76","3","2011-08-07 14:33:00","2011-11-23 11:54:00"
14748,"1415.75",5,"283.15",29,"87","4","2010-12-06 10:19:00","2011-11-10 18:33:00"
13717,"1414.77",6,"235.80",32,"92","6","2011-02-14 13:21:00","2011-11-07 14:13:00"
16245,"1413.66",3,"471.22",24,"80","3","2011-03-28 09:30:00","2011-11-16 10:14:00"
15237,"1412.32",4,"353.08",2,"94","4","2011-04-26 15:04:00","2011-12-08 09:46:00"
15563,"1400.44",4,"350.11",22,"88","3","2010-12-16 11:27:00","2011-11-17 14:50:00"
13995,"1393.69",5,"278.74",15,"55","5","2011-04-08 08:20:00","2011-11-24 14:22:00"
15898,"1388.88",5,"277.78",1,"70","4","2010-12-06 11:01:00","2011-12-08 15:23:00"
16539,"1388.81",4,"347.20",3,"36","3","2010-12-01 15:40:00","2011-12-07 08:41:00"
15453,"1388.37",7,"198.34",2,"169","6","2011-06-05 12:37:00","2011-12-08 10:59:00"
15134,"1387.99",8,"173.50",15,"44","7","2011-04-13 11:05:00","2011-11-25 08:55:00"
12952,"1387.79",4,"346.95",6,"64","3","2011-09-22 16:37:00","2011-12-04 10:35:00"
17676,"1387.68",6,"231.28",4,"49","4","2010-12-08 13:49:00","2011-12-05 15:16:00"
14649,"1387.05",4,"346.76",5,"148","3","2011-05-11 14:37:00","2011-12-05 12:30:00"
12775,"1386.04",5,"277.21",17,"47","5","2011-02-01 13:45:00","2011-11-22 16:33:00"
18167,"1384.86",3,"461.62",23,"24","2","2011-08-26 11:40:00","2011-11-16 15:56:00"
14507,"1383.18",6,"230.53",24,"79","5","2011-03-08 17:23:00","2011-11-16 12:21:00"
14116,"1382.74",5,"276.55",20,"61","4","2011-08-10 12:44:00","2011-11-20 10:29:00"
16726,"1382.02",5,"276.40",26,"121","4","2010-12-13 13:28:00","2011-11-13 14:53:00"
17621,"1379.90",3,"459.97",21,"24","3","2010-12-20 13:31:00","2011-11-18 17:11:00"
16669,"1374.87",3,"458.29",24,"141","2","2011-09-22 14:13:00","2011-11-16 12:26:00"
14434,"1372.80",6,"228.80",22,"3","3","2011-09-28 15:31:00","2011-11-18 08:56:00"
14897,"1366.38",4,"341.60",8,"43","4","2011-02-16 08:37:00","2011-12-02 10:32:00"
14102,"1360.28",5,"272.06",5,"35","3","2011-10-26 12:46:00","2011-12-04 15:38:00"
15411,"1358.88",4,"339.72",26,"86","4","2011-06-10 12:30:00","2011-11-13 15:19:00"
13232,"1357.60",7,"193.94",13,"147","5","2011-04-10 13:48:00","2011-11-27 10:39:00"
17054,"1356.33",5,"271.27",28,"64","4","2011-04-08 13:14:00","2011-11-11 12:56:00"
14859,"1353.74",4,"338.43",13,"47","3","2011-05-19 14:42:00","2011-11-27 11:18:00"
15116,"1352.75",4,"338.19",18,"37","4","2011-05-19 08:50:00","2011-11-22 12:25:00"
18177,"1341.42",6,"223.57",31,"53","5","2011-03-29 08:46:00","2011-11-08 14:44:00"
17671,"1340.71",4,"335.18",16,"40","4","2010-12-09 14:27:00","2011-11-24 12:21:00"
12919,"1335.19",6,"222.53",8,"34","5","2011-06-23 09:22:00","2011-12-01 13:47:00"
15680,"1333.68",3,"444.56",9,"61","3","2010-12-08 14:43:00","2011-11-30 13:46:00"
17932,"1331.57",3,"443.86",29,"84","3","2011-05-12 13:58:00","2011-11-10 19:49:00"
12676,"1331.39",6,"221.90",25,"33","6","2011-02-01 15:41:00","2011-11-15 12:25:00"
16295,"1328.55",4,"332.14",10,"70","2","2011-10-06 10:45:00","2011-11-30 08:17:00"
17633,"1324.84",4,"331.21",31,"59","3","2011-08-11 15:43:00","2011-11-08 13:25:00"
17095,"1324.16",3,"441.39",23,"69","3","2011-01-09 11:05:00","2011-11-17 12:21:00"
14794,"1319.91",7,"188.56",3,"68","5","2011-01-09 16:11:00","2011-12-07 10:11:00"
14511,"1314.81",5,"262.96",11,"53","4","2011-07-29 12:13:00","2011-11-28 17:05:00"
16464,"1314.68",3,"438.23",20,"152","3","2011-07-20 13:53:00","2011-11-20 12:11:00"
14477,"1309.60",4,"327.40",20,"7","4","2011-02-15 15:44:00","2011-11-20 11:11:00"
14047,"1308.61",5,"261.72",9,"22","5","2010-12-02 10:09:00","2011-12-01 11:43:00"
14741,"1306.74",6,"217.79",12,"34","5","2010-12-02 08:43:00","2011-11-28 08:48:00"
14297,"1305.33",4,"326.33",18,"48","3","2011-03-10 08:31:00","2011-11-22 09:06:00"
16744,"1304.76",7,"186.39",11,"198","5","2011-06-19 15:13:00","2011-11-28 13:06:00"
15602,"1297.87",9,"144.21",8,"30","6","2010-12-06 15:35:00","2011-12-01 14:14:00"
17961,"1296.44",39,"33.24",21,"211","11","2010-12-02 19:18:00","2011-11-18 16:55:00"
16929,"1295.39",7,"185.06",4,"51","5","2011-07-07 12:39:00","2011-12-06 08:37:00"
